site,interval,DATE,Month,Day,Hour,Minute,H2CO,H2CO_30s,H2CO_2min,H2CO_5min,H2O,CH4,NumberOfSecondsInAvg,PhilZero,H2CO_Phil_Zeroes,CH4_Zeros,H2CO_Zero,dt_str,dt,dt_zeroes,H2CO_Values,CH4_Values,H2CO_Zero_Calc,Interpolated_H2CO_Zeroes,H2CO_Corrected
HW,001m,2024-08-15,08,15,10,03,0.095560238,0.059330983,0.112528302,-0.933918497,0.032650566,0.00099182,57,TRUE,0.095560238,TRUE,0.095560238,2024-08-15 10:03,2024-08-15 10:03:00,2024-08-15 10:03,,,0.05747997,0.05747997,
HW,001m,2024-08-15,08,15,10,04,0.039109221,0.059891353,0.066212143,-0.991381239,0.032285192,0.001019537,57,TRUE,0.039109221,TRUE,0.039109221,2024-08-15 10:04,2024-08-15 10:04:00,2024-08-15 10:04,,,0.05747997,0.05747997,
HW,001m,2024-08-15,08,15,10,05,0.081104847,0.048833689,0.060023673,0.077901811,0.031907804,0.002345549,50,TRUE,0.081104847,TRUE,0.081104847,2024-08-15 10:05,2024-08-15 10:05:00,2024-08-15 10:05,,,0.05747997,0.05747997,
HW,001m,2024-08-15,08,15,10,06,1.644986865,1.457725428,0.541082366,0.277863686,1.241389054,1.931643423,55,FALSE,,FALSE,,2024-08-15 10:06,2024-08-15 10:06:00,,1.644986865,1.931643423,,0.058355209,1.586631656
HW,001m,2024-08-15,08,15,10,07,1.214655036,1.320142894,1.22778418,0.523315395,1.244171897,1.935210791,57,FALSE,,FALSE,,2024-08-15 10:07,2024-08-15 10:07:00,,1.214655036,1.935210791,,0.059230448,1.155424588
HW,001m,2024-08-15,08,15,10,08,1.296297751,1.247410338,1.329003276,0.760472058,1.24383456,1.9312822,56,FALSE,,FALSE,,2024-08-15 10:08,2024-08-15 10:08:00,,1.296297751,1.9312822,,0.060105687,1.236192064
HW,001m,2024-08-15,08,15,10,09,1.43582034,1.472688619,1.338310636,1.031648314,1.234733952,1.931030315,56,FALSE,,FALSE,,2024-08-15 10:09,2024-08-15 10:09:00,,1.43582034,1.931030315,,0.060980926,1.374839414
HW,001m,2024-08-15,08,15,10,10,1.286138359,1.35337283,1.39040293,1.294105577,1.23003865,1.932605251,56,FALSE,,FALSE,,2024-08-15 10:10,2024-08-15 10:10:00,,1.286138359,1.932605251,,0.061856165,1.224282194
HW,001m,2024-08-15,08,15,10,11,1.283929979,1.218436751,1.299580304,1.339420529,1.223046912,1.929918344,56,FALSE,,FALSE,,2024-08-15 10:11,2024-08-15 10:11:00,,1.283929979,1.929918344,,0.062731404,1.221198575
HW,001m,2024-08-15,08,15,10,12,1.106748201,1.192965515,1.262504481,1.308719105,1.223312014,1.929368879,56,FALSE,,FALSE,,2024-08-15 10:12,2024-08-15 10:12:00,,1.106748201,1.929368879,,0.063606643,1.043141558
HW,001m,2024-08-15,08,15,10,13,1.504554522,1.420200909,1.278404087,1.319241082,1.226656376,1.930631333,55,FALSE,,FALSE,,2024-08-15 10:13,2024-08-15 10:13:00,,1.504554522,1.930631333,,0.064481882,1.44007264
HW,001m,2024-08-15,08,15,10,14,1.399866571,1.320044185,1.326264272,1.30513271,1.222474803,1.932183866,56,FALSE,,FALSE,,2024-08-15 10:14,2024-08-15 10:14:00,,1.399866571,1.932183866,,0.065357121,1.33450945
HW,001m,2024-08-15,08,15,10,15,1.4396523,1.510586258,1.427448921,1.334036994,1.218861419,1.933369656,56,FALSE,,FALSE,,2024-08-15 10:15,2024-08-15 10:15:00,,1.4396523,1.933369656,,0.06623236,1.37341994
HW,001m,2024-08-15,08,15,10,16,1.55610047,1.471843847,1.458410214,1.368572733,1.23410113,1.930012612,56,FALSE,,FALSE,,2024-08-15 10:16,2024-08-15 10:16:00,,1.55610047,1.930012612,,0.067107599,1.488992871
HW,001m,2024-08-15,08,15,10,17,1.150902898,1.253799736,1.38965659,1.384244078,1.229424865,1.929266943,57,FALSE,,FALSE,,2024-08-15 10:17,2024-08-15 10:17:00,,1.150902898,1.929266943,,0.067982838,1.08292006
HW,001m,2024-08-15,08,15,10,18,1.132955178,1.146272344,1.252135257,1.357958741,1.237213124,1.931217036,56,FALSE,,FALSE,,2024-08-15 10:18,2024-08-15 10:18:00,,1.132955178,1.931217036,,0.068858077,1.064097102
HW,001m,2024-08-15,08,15,10,19,0.977975268,0.957933433,1.083832665,1.285095497,1.23706016,1.932990537,58,FALSE,,FALSE,,2024-08-15 10:19,2024-08-15 10:19:00,,0.977975268,1.932990537,,0.069733315,0.908241953
HW,001m,2024-08-15,08,15,10,20,1.279302119,1.276170848,1.103989235,1.228229283,1.237480963,1.931177015,55,FALSE,,FALSE,,2024-08-15 10:20,2024-08-15 10:20:00,,1.279302119,1.931177015,,0.070608554,1.208693564
HW,001m,2024-08-15,08,15,10,21,1.145467879,1.150920225,1.195684835,1.181445901,1.231306034,1.928493214,56,FALSE,,FALSE,,2024-08-15 10:21,2024-08-15 10:21:00,,1.145467879,1.928493214,,0.071483793,1.073984086
HW,001m,2024-08-15,08,15,10,22,1.140864117,1.172139097,1.171588056,1.141107044,1.252682623,1.931570218,56,FALSE,,FALSE,,2024-08-15 10:22,2024-08-15 10:22:00,,1.140864117,1.931570218,,0.072359032,1.068505085
HW,001m,2024-08-15,08,15,10,23,1.444502057,1.428458799,1.235853546,1.17450636,1.245263456,1.929400514,56,FALSE,,FALSE,,2024-08-15 10:23,2024-08-15 10:23:00,,1.444502057,1.929400514,,0.073234271,1.371267786
HW,001m,2024-08-15,08,15,10,24,1.410152003,1.410958583,1.3785672,1.258899633,1.256515485,1.932585049,56,FALSE,,FALSE,,2024-08-15 10:24,2024-08-15 10:24:00,,1.410152003,1.932585049,,0.07410951,1.336042493
HW,001m,2024-08-15,08,15,10,25,1.323235295,1.347920677,1.408809014,1.296727706,1.244980335,1.930118821,55,FALSE,,FALSE,,2024-08-15 10:25,2024-08-15 10:25:00,,1.323235295,1.930118821,,0.074984749,1.248250545
HW,001m,2024-08-15,08,15,10,26,1.268686036,1.315891261,1.34307989,1.317373039,1.251566698,1.931735391,56,FALSE,,FALSE,,2024-08-15 10:26,2024-08-15 10:26:00,,1.268686036,1.931735391,,0.075859988,1.192826048
HW,001m,2024-08-15,08,15,10,27,1.292647505,1.132544192,1.229095724,1.32020426,1.243212142,1.930696294,56,FALSE,,FALSE,,2024-08-15 10:27,2024-08-15 10:27:00,,1.292647505,1.930696294,,0.076735227,1.215912278
HW,001m,2024-08-15,08,15,10,28,1.18232909,1.300965162,1.244955032,1.321497924,1.252958553,1.930952697,55,FALSE,,FALSE,,2024-08-15 10:28,2024-08-15 10:28:00,,1.18232909,1.930952697,,0.077610466,1.104718624
HW,001m,2024-08-15,08,15,10,29,1.326226258,1.214157642,1.278447289,1.280569593,1.257659915,1.932302144,57,FALSE,,FALSE,,2024-08-15 10:29,2024-08-15 10:29:00,,1.326226258,1.932302144,,0.078485705,1.247740554
HW,001m,2024-08-15,08,15,10,30,1.03498266,1.047463429,1.160395616,1.222049563,1.256106553,1.933894716,56,FALSE,,FALSE,,2024-08-15 10:30,2024-08-15 10:30:00,,1.03498266,1.933894716,,0.079360944,0.955621716
HW,001m,2024-08-15,08,15,10,31,1.114974698,1.134789082,1.11100511,1.186732455,1.255547886,1.932080918,57,FALSE,,FALSE,,2024-08-15 10:31,2024-08-15 10:31:00,,1.114974698,1.932080918,,0.080236183,1.034738515
HW,001m,2024-08-15,08,15,10,32,1.115140068,1.311338643,1.17982333,1.202750415,1.247758306,1.930012583,57,FALSE,,FALSE,,2024-08-15 10:32,2024-08-15 10:32:00,,1.115140068,1.930012583,,0.081111422,1.034028646
HW,001m,2024-08-15,08,15,10,33,1.204338197,1.05392944,1.162428086,1.153970668,1.253119544,1.931754497,56,FALSE,,FALSE,,2024-08-15 10:33,2024-08-15 10:33:00,,1.204338197,1.931754497,,0.08198666,1.122351537
HW,001m,2024-08-15,08,15,10,34,1.200818017,1.238741201,1.168065157,1.159795641,1.252735678,1.930102411,56,FALSE,,FALSE,,2024-08-15 10:34,2024-08-15 10:34:00,,1.200818017,1.930102411,,0.082861899,1.117956117
HW,001m,2024-08-15,08,15,10,35,1.217149631,1.208011925,1.230372031,1.181678366,1.253273807,1.929232129,56,FALSE,,FALSE,,2024-08-15 10:35,2024-08-15 10:35:00,,1.217149631,1.929232129,,0.083737138,1.133412493
HW,001m,2024-08-15,08,15,10,36,1.264248955,1.175049819,1.189782113,1.191610382,1.250856728,1.930383663,56,FALSE,,FALSE,,2024-08-15 10:36,2024-08-15 10:36:00,,1.264248955,1.930383663,,0.084612377,1.179636578
HW,001m,2024-08-15,08,15,10,37,1.558862862,1.488847387,1.27086514,1.217488207,1.247206624,1.931610736,55,FALSE,,FALSE,,2024-08-15 10:37,2024-08-15 10:37:00,,1.558862862,1.931610736,,0.085487616,1.473375246
HW,001m,2024-08-15,08,15,10,38,1.068797049,1.254913597,1.38588309,1.280739025,1.247114155,1.927732812,57,FALSE,,FALSE,,2024-08-15 10:38,2024-08-15 10:38:00,,1.068797049,1.927732812,,0.086362855,0.982434194
HW,001m,2024-08-15,08,15,10,39,1.035717472,0.956989448,1.16916354,1.216713543,1.243645216,1.929156484,56,FALSE,,FALSE,,2024-08-15 10:39,2024-08-15 10:39:00,,1.035717472,1.929156484,,0.087238094,0.948479378
HW,001m,2024-08-15,08,15,10,40,1.322904384,1.262983548,1.084915557,1.222086669,1.240452778,1.931308942,56,FALSE,,FALSE,,2024-08-15 10:40,2024-08-15 10:40:00,,1.322904384,1.931308942,,0.088113333,1.234791052
HW,001m,2024-08-15,08,15,10,41,1.494384289,1.46350519,1.325827263,1.271452295,1.249738337,1.930249705,56,FALSE,,FALSE,,2024-08-15 10:41,2024-08-15 10:41:00,,1.494384289,1.930249705,,0.088988572,1.405395717
HW,001m,2024-08-15,08,15,10,42,1.012152485,1.093543372,1.317409119,1.240646952,1.246350788,1.931836753,56,FALSE,,FALSE,,2024-08-15 10:42,2024-08-15 10:42:00,,1.012152485,1.931836753,,0.089863811,0.922288674
HW,001m,2024-08-15,08,15,10,43,1.179292297,1.231832729,1.177679137,1.186692385,1.243150554,1.930895934,56,FALSE,,FALSE,,2024-08-15 10:43,2024-08-15 10:43:00,,1.179292297,1.930895934,,0.09073905,1.088553247
HW,001m,2024-08-15,08,15,10,44,1.336405229,1.220672073,1.177532032,1.244106634,1.249986669,1.931007407,57,FALSE,,FALSE,,2024-08-15 10:44,2024-08-15 10:44:00,,1.336405229,1.931007407,,0.091614289,1.24479094
HW,001m,2024-08-15,08,15,10,45,1.114723272,1.23745093,1.249230609,1.25359517,1.251506533,1.930365313,55,FALSE,,FALSE,,2024-08-15 10:45,2024-08-15 10:45:00,,1.114723272,1.930365313,,0.092489528,1.022233744
HW,001m,2024-08-15,08,15,10,46,1.2638374,1.224028601,1.225363855,1.205283742,1.252244028,1.930931302,57,FALSE,,FALSE,,2024-08-15 10:46,2024-08-15 10:46:00,,1.2638374,1.930931302,,0.093364767,1.170472633
HW,001m,2024-08-15,08,15,10,47,1.345381978,1.350111387,1.25593914,1.228835036,1.253219223,1.93070586,56,FALSE,,FALSE,,2024-08-15 10:47,2024-08-15 10:47:00,,1.345381978,1.93070586,,0.094240005,1.251141972
HW,001m,2024-08-15,08,15,10,48,1.333501373,1.302029408,1.315105807,1.260980667,1.258868815,1.932226534,56,FALSE,,FALSE,,2024-08-15 10:48,2024-08-15 10:48:00,,1.333501373,1.932226534,,0.095115244,1.238386128
HW,001m,2024-08-15,08,15,10,49,1.338664812,1.35181783,1.316667434,1.284591727,1.254537843,1.929387848,55,FALSE,,FALSE,,2024-08-15 10:49,2024-08-15 10:49:00,,1.338664812,1.929387848,,0.095990483,1.242674328
HW,001m,2024-08-15,08,15,10,50,1.007916777,1.056440473,1.258650174,1.264131592,1.246541573,1.931189569,57,FALSE,,FALSE,,2024-08-15 10:50,2024-08-15 10:50:00,,1.007916777,1.931189569,,0.096865722,0.911051055
HW,001m,2024-08-15,08,15,10,51,1.13457326,1.166747247,1.133497334,1.246993288,1.251531286,1.932291646,56,FALSE,,FALSE,,2024-08-15 10:51,2024-08-15 10:51:00,,1.13457326,1.932291646,,0.097740961,1.036832299
HW,001m,2024-08-15,08,15,10,52,1.331723161,1.266099967,1.135072784,1.216917966,1.244329246,1.930807839,55,FALSE,,FALSE,,2024-08-15 10:52,2024-08-15 10:52:00,,1.331723161,1.930807839,,0.0986162,1.233106961
HW,001m,2024-08-15,08,15,10,53,1.25255343,1.240384476,1.271415679,1.229236701,1.244296754,1.930887926,56,FALSE,,FALSE,,2024-08-15 10:53,2024-08-15 10:53:00,,1.25255343,1.930887926,,0.099491439,1.153061991
HW,001m,2024-08-15,08,15,10,54,1.480894844,1.420987118,1.338184632,1.224731408,1.237741359,1.929132356,56,FALSE,,FALSE,,2024-08-15 10:54,2024-08-15 10:54:00,,1.480894844,1.929132356,,0.100366678,1.380528166
HW,001m,2024-08-15,08,15,10,55,0.976418931,1.146382454,1.30626393,1.248524666,1.230027873,1.929406998,56,FALSE,,FALSE,,2024-08-15 10:55,2024-08-15 10:55:00,,0.976418931,1.929406998,,0.101241917,0.875177014
HW,001m,2024-08-15,08,15,10,56,1.109265111,1.052767878,1.156289362,1.232858969,1.243786931,1.931414081,56,FALSE,,FALSE,,2024-08-15 10:56,2024-08-15 10:56:00,,1.109265111,1.931414081,,0.102117156,1.007147955
HW,001m,2024-08-15,08,15,10,57,1.056238284,1.070474417,1.053104964,1.216054093,1.245288112,1.92771873,55,FALSE,,FALSE,,2024-08-15 10:57,2024-08-15 10:57:00,,1.056238284,1.92771873,,0.102992395,0.953245889
HW,001m,2024-08-15,08,15,10,58,0.976862583,1.006323043,1.051363003,1.145290605,1.243810261,1.930943318,57,FALSE,,FALSE,,2024-08-15 10:58,2024-08-15 10:58:00,,0.976862583,1.930943318,,0.103867634,0.872994949
HW,001m,2024-08-15,08,15,10,59,1.378288122,1.29644063,1.103203589,1.131588086,1.26014785,1.928164685,47,FALSE,,FALSE,,2024-08-15 10:59,2024-08-15 10:59:00,,1.378288122,1.928164685,,0.104742873,1.27354525
HW,001m,2024-08-15,08,15,11,00,0.178120174,-0.479386935,0.397117234,0.778962996,0.036153856,0.002985681,57,TRUE,0.178120174,TRUE,0.178120174,2024-08-15 11:00,2024-08-15 11:00:00,2024-08-15 11:00,,,0.105618112,0.105618112,
HW,001m,2024-08-15,08,15,11,01,0.158987459,0.253518084,-0.035798476,0.620596302,0.033090336,0.000284802,58,TRUE,0.158987459,TRUE,0.158987459,2024-08-15 11:01,2024-08-15 11:01:00,2024-08-15 11:01,,,0.105618112,0.105618112,
HW,001m,2024-08-15,08,15,11,02,0.029002765,0.084054255,0.159253481,0.419530649,0.032378468,-0.001950179,58,TRUE,0.029002765,TRUE,0.029002765,2024-08-15 11:02,2024-08-15 11:02:00,2024-08-15 11:02,,,0.105618112,0.105618112,
HW,001m,2024-08-15,08,15,11,03,-0.013077759,-0.024828198,0.047962118,0.221227669,0.031958026,0.000400517,58,TRUE,-0.013077759,TRUE,-0.013077759,2024-08-15 11:03,2024-08-15 11:03:00,2024-08-15 11:03,,,0.105618112,0.105618112,
HW,001m,2024-08-15,08,15,11,04,0.300929329,0.291270672,0.091397924,0.043242387,0.031644743,0.001518493,57,TRUE,0.300929329,TRUE,0.300929329,2024-08-15 11:04,2024-08-15 11:04:00,2024-08-15 11:04,,,0.105618112,0.105618112,
HW,001m,2024-08-15,08,15,11,05,0.007177945,0.033303873,0.15759036,0.13016335,0.033281789,0.000590692,50,TRUE,0.007177945,TRUE,0.007177945,2024-08-15 11:05,2024-08-15 11:05:00,2024-08-15 11:05,,,0.105618112,0.105618112,
HW,001m,2024-08-15,08,15,11,06,1.246175087,1.060907523,0.469009958,0.242046814,1.233910219,1.928455183,55,FALSE,,FALSE,,2024-08-15 11:06,2024-08-15 11:06:00,,1.246175087,1.928455183,,0.104966801,1.141208286
HW,001m,2024-08-15,08,15,11,07,1.148590037,1.17458267,0.991740856,0.455633495,1.222613139,1.929335769,56,FALSE,,FALSE,,2024-08-15 11:07,2024-08-15 11:07:00,,1.148590037,1.929335769,,0.104315491,1.044274547
HW,001m,2024-08-15,08,15,11,08,1.277538558,1.18954449,1.175278868,0.687926388,1.243929764,1.92925579,56,FALSE,,FALSE,,2024-08-15 11:08,2024-08-15 11:08:00,,1.277538558,1.92925579,,0.10366418,1.173874378
HW,001m,2024-08-15,08,15,11,09,1.330344428,1.383884384,1.257492595,0.924420517,1.250366101,1.928448601,56,FALSE,,FALSE,,2024-08-15 11:09,2024-08-15 11:09:00,,1.330344428,1.928448601,,0.10301287,1.227331558
HW,001m,2024-08-15,08,15,11,10,0.804861069,0.959682036,1.226081849,1.118369562,1.253547079,1.92938605,56,FALSE,,FALSE,,2024-08-15 11:10,2024-08-15 11:10:00,,0.804861069,1.92938605,,0.102361559,0.70249951
HW,001m,2024-08-15,08,15,11,11,1.315102727,1.139767369,1.055320225,1.162613273,1.249500369,1.929661159,56,FALSE,,FALSE,,2024-08-15 11:11,2024-08-15 11:11:00,,1.315102727,1.929661159,,0.101710249,1.213392479
HW,001m,2024-08-15,08,15,11,12,1.400738946,1.374727458,1.173679071,1.191759757,1.252225858,1.930274125,56,FALSE,,FALSE,,2024-08-15 11:12,2024-08-15 11:12:00,,1.400738946,1.930274125,,0.101058938,1.299680007
HW,001m,2024-08-15,08,15,11,13,1.477327631,1.441731581,1.387492353,1.247993591,1.249816313,1.932840101,56,FALSE,,FALSE,,2024-08-15 11:13,2024-08-15 11:13:00,,1.477327631,1.932840101,,0.100407628,1.376920003
HW,001m,2024-08-15,08,15,11,14,1.487670092,1.514463171,1.468870787,1.277114746,1.250740194,1.931812618,57,FALSE,,FALSE,,2024-08-15 11:14,2024-08-15 11:14:00,,1.487670092,1.931812618,,0.099756318,1.387913774
HW,001m,2024-08-15,08,15,11,15,1.457719943,1.441019271,1.467629494,1.344404094,1.248162367,1.930117457,55,FALSE,,FALSE,,2024-08-15 11:15,2024-08-15 11:15:00,,1.457719943,1.930117457,,0.099105007,1.358614935
HW,001m,2024-08-15,08,15,11,16,0.960377242,1.085973654,1.328892836,1.386827953,1.246798585,1.93165328,57,FALSE,,FALSE,,2024-08-15 11:16,2024-08-15 11:16:00,,0.960377242,1.93165328,,0.098453697,0.861923546
HW,001m,2024-08-15,08,15,11,17,1.419860293,1.289137834,1.201408592,1.354958824,1.254923886,1.931942727,55,FALSE,,FALSE,,2024-08-15 11:17,2024-08-15 11:17:00,,1.419860293,1.931942727,,0.097802386,1.322057907
HW,001m,2024-08-15,08,15,11,18,1.071229999,1.20637721,1.223720352,1.322018224,1.260741771,1.93201017,56,FALSE,,FALSE,,2024-08-15 11:18,2024-08-15 11:18:00,,1.071229999,1.93201017,,0.097151076,0.974078923
HW,001m,2024-08-15,08,15,11,19,1.27010321,1.202426306,1.236219037,1.261574998,1.267020694,1.932272577,56,FALSE,,FALSE,,2024-08-15 11:19,2024-08-15 11:19:00,,1.27010321,1.932272577,,0.096499765,1.173603444
HW,001m,2024-08-15,08,15,11,20,1.138688758,1.258443829,1.229649965,1.227855676,1.253410725,1.930205033,56,FALSE,,FALSE,,2024-08-15 11:20,2024-08-15 11:20:00,,1.138688758,1.930205033,,0.095848455,1.042840303
HW,001m,2024-08-15,08,15,11,21,1.150577586,1.023444336,1.14936826,1.188002678,1.244010989,1.93279082,57,FALSE,,FALSE,,2024-08-15 11:21,2024-08-15 11:21:00,,1.150577586,1.93279082,,0.095197144,1.055380441
HW,001m,2024-08-15,08,15,11,22,1.104904726,1.20557189,1.12192106,1.196753114,1.247387598,1.928701407,56,FALSE,,FALSE,,2024-08-15 11:22,2024-08-15 11:22:00,,1.104904726,1.928701407,,0.094545834,1.010358892
HW,001m,2024-08-15,08,15,11,23,1.212241658,1.125811144,1.158069939,1.161321764,1.24980698,1.93038017,56,FALSE,,FALSE,,2024-08-15 11:23,2024-08-15 11:23:00,,1.212241658,1.93038017,,0.093894524,1.118347135
HW,001m,2024-08-15,08,15,11,24,1.34058288,1.350860069,1.210345845,1.187176857,1.260868755,1.930794222,56,FALSE,,FALSE,,2024-08-15 11:24,2024-08-15 11:24:00,,1.34058288,1.930794222,,0.093243213,1.247339667
HW,001m,2024-08-15,08,15,11,25,1.317277984,1.363925806,1.33859072,1.204334517,1.257404128,1.930748508,56,FALSE,,FALSE,,2024-08-15 11:25,2024-08-15 11:25:00,,1.317277984,1.930748508,,0.092591903,1.224686081
HW,001m,2024-08-15,08,15,11,26,1.187070469,1.210862765,1.304355245,1.248824041,1.250568922,1.931479098,56,FALSE,,FALSE,,2024-08-15 11:26,2024-08-15 11:26:00,,1.187070469,1.931479098,,0.091940592,1.095129877
HW,001m,2024-08-15,08,15,11,27,1.33578608,1.239602503,1.228937593,1.247304351,1.257125626,1.929755095,56,FALSE,,FALSE,,2024-08-15 11:27,2024-08-15 11:27:00,,1.33578608,1.929755095,,0.091289282,1.244496798
HW,001m,2024-08-15,08,15,11,28,1.125615482,1.166261355,1.184690024,1.259693184,1.255509225,1.9302262,56,FALSE,,FALSE,,2024-08-15 11:28,2024-08-15 11:28:00,,1.125615482,1.9302262,,0.090637971,1.034977511
HW,001m,2024-08-15,08,15,11,29,1.051318594,0.991514509,1.111890544,1.206409968,1.259509584,1.929723814,56,FALSE,,FALSE,,2024-08-15 11:29,2024-08-15 11:29:00,,1.051318594,1.929723814,,0.089986661,0.961331933
HW,001m,2024-08-15,08,15,11,30,1.229110713,1.276004195,1.148868649,1.184812939,1.264094696,1.92979759,56,FALSE,,FALSE,,2024-08-15 11:30,2024-08-15 11:30:00,,1.229110713,1.92979759,,0.089335351,1.139775362
HW,001m,2024-08-15,08,15,11,31,1.416398879,1.358797922,1.265844976,1.191816516,1.259185165,1.931603665,57,FALSE,,FALSE,,2024-08-15 11:31,2024-08-15 11:31:00,,1.416398879,1.931603665,,0.08868404,1.327714839
HW,001m,2024-08-15,08,15,11,32,1.114307147,1.236672802,1.293662382,1.210559595,1.26526633,1.930786363,56,FALSE,,FALSE,,2024-08-15 11:32,2024-08-15 11:32:00,,1.114307147,1.930786363,,0.08803273,1.026274418
HW,001m,2024-08-15,08,15,11,33,1.062551737,1.064996261,1.198730742,1.197041585,1.266780454,1.930537531,57,FALSE,,FALSE,,2024-08-15 11:33,2024-08-15 11:33:00,,1.062551737,1.930537531,,0.087381419,0.975170318
HW,001m,2024-08-15,08,15,11,34,1.100778553,0.976944824,1.05214379,1.187131667,1.273243895,1.931297329,56,FALSE,,FALSE,,2024-08-15 11:34,2024-08-15 11:34:00,,1.100778553,1.931297329,,0.086730109,1.014048445
HW,001m,2024-08-15,08,15,11,35,1.003997025,1.142776146,1.07166363,1.165874253,1.276056581,1.932055395,56,FALSE,,FALSE,,2024-08-15 11:35,2024-08-15 11:35:00,,1.003997025,1.932055395,,0.086078798,0.917918227
HW,001m,2024-08-15,08,15,11,36,1.196251789,1.178161131,1.121568924,1.12940727,1.265793313,1.931943323,56,FALSE,,FALSE,,2024-08-15 11:36,2024-08-15 11:36:00,,1.196251789,1.931943323,,0.085427488,1.110824301
HW,001m,2024-08-15,08,15,11,37,1.283188152,1.235020077,1.1603589,1.112650717,1.271315797,1.930962119,56,FALSE,,FALSE,,2024-08-15 11:37,2024-08-15 11:37:00,,1.283188152,1.930962119,,0.084776177,1.198411974
HW,001m,2024-08-15,08,15,11,38,1.250574308,1.162931266,1.210859782,1.13304714,1.263531299,1.928312827,56,FALSE,,FALSE,,2024-08-15 11:38,2024-08-15 11:38:00,,1.250574308,1.928312827,,0.084124867,1.166449441
HW,001m,2024-08-15,08,15,11,39,1.318247577,1.370769411,1.270427468,1.200560731,1.265993503,1.929536889,56,FALSE,,FALSE,,2024-08-15 11:39,2024-08-15 11:39:00,,1.318247577,1.929536889,,0.083473557,1.23477402
HW,001m,2024-08-15,08,15,11,40,1.174242674,1.165954726,1.265788465,1.210148912,1.252170695,1.929123697,55,FALSE,,FALSE,,2024-08-15 11:40,2024-08-15 11:40:00,,1.174242674,1.929123697,,0.082822246,1.091420428
HW,001m,2024-08-15,08,15,11,41,1.110095587,1.235809331,1.208548557,1.235573749,1.248787673,1.931185089,57,FALSE,,FALSE,,2024-08-15 11:41,2024-08-15 11:41:00,,1.110095587,1.931185089,,0.082170936,1.027924651
HW,001m,2024-08-15,08,15,11,42,0.750064283,0.78939893,1.066767884,1.172276859,1.245660478,1.932081396,57,FALSE,,FALSE,,2024-08-15 11:42,2024-08-15 11:42:00,,0.750064283,1.932081396,,0.081519625,0.668544658
HW,001m,2024-08-15,08,15,11,43,1.0847446,1.007500803,0.907299903,1.113872722,1.241480174,1.932324329,55,FALSE,,FALSE,,2024-08-15 11:43,2024-08-15 11:43:00,,1.0847446,1.932324329,,0.080868315,1.003876285
HW,001m,2024-08-15,08,15,11,44,1.931346781,1.817910586,1.246636303,1.164030624,1.243729172,1.941977909,55,FALSE,,FALSE,,2024-08-15 11:44,2024-08-15 11:44:00,,1.931346781,1.941977909,,0.080217004,1.851129777
HW,001m,2024-08-15,08,15,11,45,1.299633944,1.374721036,1.576590149,1.237188412,1.245076129,1.935012319,57,FALSE,,FALSE,,2024-08-15 11:45,2024-08-15 11:45:00,,1.299633944,1.935012319,,0.079565694,1.22006825
HW,001m,2024-08-15,08,15,11,46,1.05499643,1.028051824,1.326936733,1.211964346,1.251083906,1.937299137,57,FALSE,,FALSE,,2024-08-15 11:46,2024-08-15 11:46:00,,1.05499643,1.937299137,,0.078914383,0.976082046
HW,001m,2024-08-15,08,15,11,47,1.121315488,1.202671304,1.130536362,1.262131869,1.252003115,1.932736838,56,FALSE,,FALSE,,2024-08-15 11:47,2024-08-15 11:47:00,,1.121315488,1.932736838,,0.078263073,1.043052415
HW,001m,2024-08-15,08,15,11,48,1.158879601,1.086097365,1.147684012,1.309059372,1.251492528,1.932334683,56,FALSE,,FALSE,,2024-08-15 11:48,2024-08-15 11:48:00,,1.158879601,1.932334683,,0.077611763,1.081267838
HW,001m,2024-08-15,08,15,11,49,0.883132527,0.988074503,1.069285291,1.191013694,1.256366248,1.93021363,56,FALSE,,FALSE,,2024-08-15 11:49,2024-08-15 11:49:00,,0.883132527,1.93021363,,0.076960452,0.806172075
HW,001m,2024-08-15,08,15,11,50,1.160494097,1.05175041,1.008114183,1.082812543,1.257120956,1.93307293,56,FALSE,,FALSE,,2024-08-15 11:50,2024-08-15 11:50:00,,1.160494097,1.93307293,,0.076309142,1.084184955
HW,001m,2024-08-15,08,15,11,51,1.414149314,1.329839134,1.142684544,1.117420816,1.258761054,1.932496696,56,FALSE,,FALSE,,2024-08-15 11:51,2024-08-15 11:51:00,,1.414149314,1.932496696,,0.075657831,1.338491483
HW,001m,2024-08-15,08,15,11,52,0.882941457,0.994651922,1.194496341,1.108073987,1.253938317,1.929624949,56,FALSE,,FALSE,,2024-08-15 11:52,2024-08-15 11:52:00,,0.882941457,1.929624949,,0.075006521,0.807934936
HW,001m,2024-08-15,08,15,11,53,1.377612247,1.407832357,1.198598502,1.13774247,1.251594532,1.930726498,56,FALSE,,FALSE,,2024-08-15 11:53,2024-08-15 11:53:00,,1.377612247,1.930726498,,0.07435521,1.303257036
HW,001m,2024-08-15,08,15,11,54,1.232875265,1.21394726,1.245869906,1.177716449,1.257714543,1.931615129,55,FALSE,,FALSE,,2024-08-15 11:54,2024-08-15 11:54:00,,1.232875265,1.931615129,,0.0737039,1.159171365
HW,001m,2024-08-15,08,15,11,55,1.039708117,1.085923502,1.191903165,1.210953577,1.242738369,1.932649194,57,FALSE,,FALSE,,2024-08-15 11:55,2024-08-15 11:55:00,,1.039708117,1.932649194,,0.073052589,0.966655527
